Event_Num,Date,LAT,LON
170010028,2017-01-01,38.42685471,-122.7413163
170010001,2017-01-01,38.44409332,-122.7340646
170010002,2017-01-01,38.47149302,-122.7010017
170010004,2017-01-01,38.42030020000001,-122.71351090000002
170010005,2017-01-01,38.40654083,-122.71198590000002
170010008,2017-01-01,38.45998099,-122.73801110000001
170010009,2017-01-01,38.46709833,-122.7512155
170010010,2017-01-01,38.44477437,-122.6815674
170010011,2017-01-01,38.43932824,-122.72045349999999
170010012,2017-01-01,38.45993819,-122.7267705
170010013,2017-01-01,38.47930351,-122.7692015
170010014,2017-01-01,38.4380231,-122.77030900000001
170010015,2017-01-01,38.44285521,-122.7017068
170010016,2017-01-01,38.45518492,-122.75516929999999
170010017,2017-01-01,38.4695314,-122.7627481
170010018,2017-01-01,38.4470969,-122.7681346
170010019,2017-01-01,38.43769345,-122.71779679999999
170010020,2017-01-01,38.45108534,-122.7550332
170010021,2017-01-01,38.43313302,-122.7189267
170010022,2017-01-01,38.42380643,-122.713507
170010023,2017-01-01,38.43965855,-122.71341480000001
170010024,2017-01-01,38.42585217,-122.7024686
170010026,2017-01-01,38.44285521,-122.7017068
170010027,2017-01-01,38.46624747,-122.72841409999998
170010029,2017-01-01,38.48810257,-122.7001408
170010030,2017-01-01,38.48810257,-122.7001408
170010032,2017-01-01,38.4333222,-122.7138068
170010033,2017-01-01,38.44121202,-122.7123828
170010034,2017-01-01,38.45758929,-122.7178531
170010035,2017-01-01,38.42077055,-122.71735149999999
170010037,2017-01-01,38.4414495,-122.7190885
170010038,2017-01-01,38.43164326,-122.7053655
170010039,2017-01-01,38.4515494,-122.7174904
170010041,2017-01-01,38.45840414,-122.75146570000001
170010042,2017-01-01,38.45998549,-122.7302449
170010044,2017-01-01,38.44023055,-122.7145525
170010046,2017-01-01,38.45029799,-122.68860159999998
170010047,2017-01-01,38.420128999999996,-122.703726
170010048,2017-01-01,38.45264925,-122.7354991
170010049,2017-01-01,38.44572374,-122.72041010000001
170010050,2017-01-01,38.44023055,-122.7145525
170010052,2017-01-01,38.47297747,-122.72614070000002
170010054,2017-01-01,38.4768917,-122.67345700000001
170010055,2017-01-01,38.43665196,-122.71227809999999
170010056,2017-01-01,38.4366022,-122.73353370000001
170010057,2017-01-01,38.45258756,-122.7513351
170010058,2017-01-01,38.43164326,-122.7053655
170010060,2017-01-01,38.45473349,-122.71569050000001
170010062,2017-01-01,38.44867956,-122.7202814
170010063,2017-01-01,38.44285521,-122.7017068
170010064,2017-01-01,38.43372932,-122.7286318
170010065,2017-01-01,38.44750245,-122.70091869999999
170010066,2017-01-01,38.4366022,-122.73353370000001
170010067,2017-01-01,38.41644952,-122.7135188
170010068,2017-01-01,38.42030020000001,-122.71351090000002
170010069,2017-01-01,38.42120417,-122.71350090000001
170010070,2017-01-01,38.44951396,-122.7435967
170010071,2017-01-01,38.43033883,-122.7175395
170010072,2017-01-01,38.42555317,-122.7033124
170010073,2017-01-01,38.43432937,-122.7181253
170010074,2017-01-01,38.42555317,-122.7033124
170010075,2017-01-01,38.46904779,-122.7491158
170010076,2017-01-01,38.47543764,-122.7261473
170010077,2017-01-01,38.45447584,-122.68080900000001
170010079,2017-01-01,38.477723299999994,-122.7682251
170010081,2017-01-01,38.47297747,-122.72614070000002
170010082,2017-01-01,38.46885776,-122.75629520000001
170010083,2017-01-01,38.44972,-122.68848009999999
170010084,2017-01-01,38.42546158,-122.6692824
170010085,2017-01-01,38.44972,-122.68848009999999
170010086,2017-01-01,38.448648,-122.75248219999999
170010087,2017-01-01,38.46505778,-122.71938200000001
170010088,2017-01-01,38.44285521,-122.7017068
170010089,2017-01-01,38.42030020000001,-122.71351090000002
170010090,2017-01-01,38.44053199,-122.70968880000001
170010091,2017-01-01,38.47971079,-122.7352915
170010092,2017-01-01,38.43402241,-122.68804750000001
170010093,2017-01-01,38.46146828,-122.72371299999999
170010094,2017-01-01,38.42592609,-122.75336850000001
170010095,2017-01-01,38.45259224,-122.74625209999999
170010096,2017-01-01,38.43456184,-122.6997523
170010097,2017-01-01,38.44036347,-122.70283090000001
170010098,2017-01-01,38.42030020000001,-122.71351090000002
170010099,2017-01-01,38.46840455,-122.70757859999999
170010100,2017-01-01,38.44024639,-122.5825606
170010101,2017-01-01,38.44283969,-122.67294270000001
170010102,2017-01-01,38.44036347,-122.70283090000001
170010103,2017-01-01,38.46840455,-122.70757859999999
170010104,2017-01-01,38.4346687,-122.71825890000001
170010105,2017-01-01,38.47598208,-122.73298249999999
170010106,2017-01-01,38.42030020000001,-122.71351090000002
170010108,2017-01-01,38.45336896,-122.717404
170010112,2017-01-01,38.45312095,-122.70817
170010113,2017-01-01,38.46309979,-122.7627345
170010114,2017-01-01,38.43059702,-122.7253189
170010116,2017-01-01,38.42585217,-122.7024686
170010117,2017-01-01,38.4366022,-122.73353370000001
170010118,2017-01-01,38.45316693,-122.70940800000001
170010119,2017-01-01,38.46264396,-122.6613247
170010122,2017-01-01,38.44250791,-122.721028
170010123,2017-01-01,38.43059702,-122.7253189
170010124,2017-01-01,38.43110338,-122.77071389999999
170010125,2017-01-01,38.45433711,-122.6339875
170010126,2017-01-01,38.43051389,-122.7160332
170010127,2017-01-01,38.45001435,-122.7362446
170010130,2017-01-01,38.43758856,-122.70864420000001
170010131,2017-01-01,38.437332299999994,-122.74285379999999
170010132,2017-01-01,38.42760143,-122.7691831
170010134,2017-01-01,38.42631489,-122.7483847
170010135,2017-01-01,38.47297747,-122.72614070000002
170140298,2017-01-14,38.47971181,-122.73813090000002
170010136,2017-01-01,38.42631489,-122.7483847
170010138,2017-01-01,38.44543107,-122.7040926
170010139,2017-01-01,38.41627946,-122.7446749
170010141,2017-01-01,38.45998531,-122.7350344
170010142,2017-01-01,38.43525419,-122.6859145
170010144,2017-01-01,38.46420906,-122.71540459999999
170010146,2017-01-01,38.45153845,-122.67057120000001
170010147,2017-01-01,38.42228018,-122.7094669
170010148,2017-01-01,38.43587144,-122.66981770000001
170010150,2017-01-01,38.44532601,-122.76962730000001
170010151,2017-01-01,38.44521652,-122.74903090000001
170010152,2017-01-01,38.42228018,-122.7094669
170010153,2017-01-01,38.44323563,-122.74667679999999
170010154,2017-01-01,38.47235779,-122.69418229999998
170010155,2017-01-01,38.43150645,-122.72021940000002
170010157,2017-01-01,38.44036347,-122.70283090000001
170010158,2017-01-01,38.44894777,-122.72540020000001
170010160,2017-01-01,38.4233129,-122.74173619999999
170010161,2017-01-01,38.48232703,-122.71457209999998
170010162,2017-01-01,38.42585217,-122.7024686
170010163,2017-01-01,38.44036347,-122.70283090000001
170010165,2017-01-01,38.45088481,-122.7696476
170010168,2017-01-01,38.43903444,-122.71295049999999
170010169,2017-01-01,38.46714529,-122.7562925
170010170,2017-01-01,38.46550281,-122.71448899999999
170010171,2017-01-01,38.43735184,-122.7269635
170010172,2017-01-01,38.43897984,-122.7107765
170010173,2017-01-01,38.47201577,-122.73668159999998
170010174,2017-01-01,38.44468884,-122.70238229999998
170010175,2017-01-01,38.44024639,-122.5825606
170010177,2017-01-01,38.44036347,-122.70283090000001
170010181,2017-01-01,38.45546474,-122.7379425
170010182,2017-01-01,38.46153765,-122.70994640000002
170010183,2017-01-01,38.42372005,-122.73043349999999
170010186,2017-01-01,38.44810675,-122.72450559999999
170010188,2017-01-01,38.46919178,-122.72937320000001
170010191,2017-01-01,38.4452399,-122.75130279999999
170010192,2017-01-01,38.44910098,-122.72447549999998
170010193,2017-01-01,38.44036347,-122.70283090000001
170010194,2017-01-01,38.41775298,-122.7390436
170010196,2017-01-01,38.43769194,-122.68804469999999
170010197,2017-01-01,38.45019872,-122.69254679999999
170010198,2017-01-01,38.45112279999999,-122.69179640000002
170010199,2017-01-01,38.47971181,-122.73813090000002
170010200,2017-01-01,38.42052806,-122.7383679
170010201,2017-01-01,38.4697864,-122.6693324
170010202,2017-01-01,38.45447584,-122.68080900000001
170010204,2017-01-01,38.44197802,-122.71732620000002
170010205,2017-01-01,38.42852146,-122.7079301
170010207,2017-01-01,38.45998198,-122.7373249
170010208,2017-01-01,38.43294769,-122.7445656
170010209,2017-01-01,38.41998491,-122.7661094
170010211,2017-01-01,38.43286531,-122.68910249999999
170010213,2017-01-01,38.44161484,-122.7289686
170010215,2017-01-01,38.4452399,-122.75130279999999
170010216,2017-01-01,38.47473016,-122.6717504
170010217,2017-01-01,38.45258756,-122.7513351
170250096,2017-01-25,38.45648428,-122.71429669999999
170010219,2017-01-01,38.42981029,-122.66559709999999
170010220,2017-01-01,38.40172352,-122.71088229999998
170010221,2017-01-01,38.43932824,-122.72045349999999
170010222,2017-01-01,38.4366022,-122.73353370000001
170010223,2017-01-01,38.44773171,-122.7597672
170010224,2017-01-01,38.47395253,-122.73362659999998
170010225,2017-01-01,38.4414286,-122.71379180000001
170010227,2017-01-01,38.45993819,-122.7267705
170010228,2017-01-01,38.439145399999994,-122.7188437
170010229,2017-01-01,38.46020829,-122.76460279999999
170010231,2017-01-01,38.46132246,-122.6679426
170010232,2017-01-01,38.42592609,-122.75336850000001
170010233,2017-01-01,38.43059702,-122.7253189
170010234,2017-01-01,38.42502148,-122.6692619
170010236,2017-01-01,38.44522915,-122.71871850000001
170010240,2017-01-01,38.43059702,-122.7253189
170010242,2017-01-01,38.47598208,-122.73298249999999
170010243,2017-01-01,38.44285521,-122.7017068
170010244,2017-01-01,38.43535628,-122.7120801
170010245,2017-01-01,38.42860548,-122.7172207
170010246,2017-01-01,38.44023055,-122.7145525
170010247,2017-01-01,38.43971531,-122.71565840000001
170010248,2017-01-01,38.42120417,-122.71350090000001
170010249,2017-01-01,38.4453395,-122.7417051
170010250,2017-01-01,38.44468884,-122.70238229999998
170010251,2017-01-01,38.44204325,-122.6967259
170010252,2017-01-01,38.4227921,-122.7206415
170010253,2017-01-01,38.44285521,-122.7017068
170010254,2017-01-01,38.460974,-122.72521499999999
170010255,2017-01-01,38.46714325,-122.76007800000001
170010256,2017-01-01,38.43770367,-122.5848683
170010257,2017-01-01,38.47473016,-122.6717504
170010258,2017-01-01,38.45873641,-122.67438670000001
170010259,2017-01-01,38.42957692,-122.75232290000001
170010260,2017-01-01,38.40185186,-122.72326329999999
170010261,2017-01-01,38.46562751,-122.64244409999999
170010262,2017-01-01,38.46720043,-122.72433079999999
170010263,2017-01-01,38.43691353,-122.7581721
170010264,2017-01-01,38.44036347,-122.70283090000001
170010266,2017-01-01,38.46278075,-122.74652730000001
170010267,2017-01-01,38.42975173,-122.71133049999999
170010268,2017-01-01,38.45259224,-122.74625209999999
170010269,2017-01-01,38.44024639,-122.5825606
170010270,2017-01-01,38.42609768,-122.7650065
170010272,2017-01-01,38.43507093,-122.70536129999999
170020001,2017-01-02,38.46790152,-122.74753259999999
170020002,2017-01-02,38.46704324,-122.6358831
170020003,2017-01-02,38.45956577,-122.7190646
170020004,2017-01-02,38.47083037,-122.73245770000001
170020005,2017-01-02,38.44036347,-122.70283090000001
170020006,2017-01-02,38.47200718,-122.7381105
170020007,2017-01-02,38.46624747,-122.72841409999998
170020008,2017-01-02,38.42937004,-122.71831329999999
170020009,2017-01-02,38.44894777,-122.72540020000001
170020011,2017-01-02,38.42585217,-122.7024686
170020012,2017-01-02,38.46421777,-122.72841559999999
170310329,2017-01-31,38.44342133,-122.72461470000002
170020013,2017-01-02,38.44274724,-122.72123329999998
170020014,2017-01-02,38.41309348,-122.7409869
170020015,2017-01-02,38.40974005,-122.7277182
170020016,2017-01-02,38.44894777,-122.72540020000001
170020018,2017-01-02,38.44140591,-122.74122890000001
170020019,2017-01-02,38.42981029,-122.66559709999999
170020021,2017-01-02,38.42866101,-122.74153390000002
170020022,2017-01-02,38.45029799,-122.68860159999998
170020024,2017-01-02,38.4598705,-122.74150900000001
170020025,2017-01-02,38.46276097,-122.719315
170020027,2017-01-02,38.44302503,-122.7060213
170020028,2017-01-02,38.4366384,-122.7097818
170020030,2017-01-02,38.42866101,-122.74153390000002
170020034,2017-01-02,38.42592609,-122.75336850000001
170020035,2017-01-02,38.43894087,-122.71507849999999
170020038,2017-01-02,38.42721652,-122.7132107
170020039,2017-01-02,38.43805776,-122.7211803
170020040,2017-01-02,38.44389693,-122.708675
170020041,2017-01-02,38.46172539,-122.7696703
170020042,2017-01-02,38.42674234,-122.7430645
170020044,2017-01-02,38.42685471,-122.7413163
170020045,2017-01-02,38.43525419,-122.6859145
170020046,2017-01-02,38.42685471,-122.7413163
170020047,2017-01-02,38.44776221,-122.7447372
170020048,2017-01-02,38.43862443,-122.71994099999999
170020049,2017-01-02,38.47496921,-122.6745622
170020050,2017-01-02,38.44451414,-122.68771240000001
170020051,2017-01-02,38.46311909,-122.7182737
170020052,2017-01-02,38.42984924,-122.74171740000001
170020053,2017-01-02,38.46148867,-122.67626429999999
170020056,2017-01-02,38.44237486,-122.71168390000001
170020057,2017-01-02,38.44389838,-122.7178267
170020058,2017-01-02,38.41164352,-122.73429080000001
170020059,2017-01-02,38.43799433,-122.70998449999999
170020061,2017-01-02,38.44039704,-122.7117999
170020062,2017-01-02,38.46982946,-122.75092759999998
170020063,2017-01-02,38.48264943,-122.7601685
170020064,2017-01-02,38.44260421,-122.71777730000001
170020065,2017-01-02,38.45991177,-122.7284087
170020066,2017-01-02,38.45643531,-122.77032460000001
170020067,2017-01-02,38.4730535,-122.76628159999999
170020068,2017-01-02,38.46121774,-122.71653300000001
170020069,2017-01-02,38.44036347,-122.70283090000001
170020070,2017-01-02,38.43535628,-122.7120801
170020071,2017-01-02,38.44302503,-122.7060213
170020072,2017-01-02,38.47410364,-122.6500655
170020073,2017-01-02,38.41782917,-122.7008059
170020074,2017-01-02,38.43860065,-122.7262751
170020075,2017-01-02,38.47682003,-122.65867790000001
170020076,2017-01-02,38.49595953,-122.70886499999999
170020077,2017-01-02,38.47619168,-122.652101
170020078,2017-01-02,38.44468884,-122.70238229999998
170020080,2017-01-02,38.46505778,-122.71938200000001
170020082,2017-01-02,38.44114633,-122.71012549999999
170020084,2017-01-02,38.452966499999995,-122.731721
170020086,2017-01-02,38.42592609,-122.75336850000001
170020087,2017-01-02,38.41602702,-122.73996770000001
170020088,2017-01-02,38.42685471,-122.7413163
170020089,2017-01-02,38.44036347,-122.70283090000001
170020090,2017-01-02,38.46835266,-122.6409007
170020091,2017-01-02,38.42992011,-122.7476531
170020092,2017-01-02,38.47395253,-122.73362659999998
170020094,2017-01-02,38.41240496,-122.7568862
170020097,2017-01-02,38.44002475,-122.74113940000001
170020098,2017-01-02,38.48264943,-122.7601685
170020099,2017-01-02,38.47533686,-122.6895006
170020100,2017-01-02,38.46276097,-122.719315
170020101,2017-01-02,38.43275302,-122.74586409999998
170020102,2017-01-02,38.46415311,-122.7258716
170020103,2017-01-02,38.41151265,-122.713498
170020104,2017-01-02,38.42120417,-122.71350090000001
170020105,2017-01-02,38.46336689,-122.71318629999999
170020106,2017-01-02,38.47395253,-122.73362659999998
170020108,2017-01-02,38.46912427,-122.7326346
170020109,2017-01-02,38.46505778,-122.71938200000001
170020110,2017-01-02,38.41976738,-122.7689233
170020111,2017-01-02,38.42030020000001,-122.71351090000002
170020112,2017-01-02,38.47772393,-122.7667554
170020113,2017-01-02,38.41011307,-122.72934
170020114,2017-01-02,38.42479011,-122.7688835
170020115,2017-01-02,38.44002475,-122.74113940000001
170020117,2017-01-02,38.45803531,-122.6729237
170020118,2017-01-02,38.41998491,-122.7661094
170020119,2017-01-02,38.43989845,-122.7707717
170020122,2017-01-02,38.41770395,-122.70135959999999
170020123,2017-01-02,38.4796987,-122.7477757
170020125,2017-01-02,38.44036347,-122.70283090000001
170020126,2017-01-02,38.4642155,-122.7302291
170020127,2017-01-02,38.44121202,-122.7123828
170020128,2017-01-02,38.45546474,-122.7379425
170020129,2017-01-02,38.43535031,-122.76944009999998
170020130,2017-01-02,38.44530267,-122.7426611
170020131,2017-01-02,38.44682997,-122.75129840000001
170020132,2017-01-02,38.47914663,-122.75189590000001
170020134,2017-01-02,38.4640649,-122.737472
170020135,2017-01-02,38.47598208,-122.73298249999999
170020136,2017-01-02,38.45920769,-122.7210241
170020137,2017-01-02,38.43587144,-122.66981770000001
170020139,2017-01-02,38.42674234,-122.7430645
170020140,2017-01-02,38.40561156,-122.71347479999999
170020141,2017-01-02,38.44036347,-122.70283090000001
170020142,2017-01-02,38.45683688,-122.75211399999999
170020143,2017-01-02,38.45998229,-122.7403416
170020144,2017-01-02,38.47036696,-122.66771969999999
170020145,2017-01-02,38.44285521,-122.7017068
170020147,2017-01-02,38.460974,-122.72521499999999
170020148,2017-01-02,38.48774469,-122.7079779
170020149,2017-01-02,38.43589514,-122.5906571
170020150,2017-01-02,38.44350903,-122.6990703
170020152,2017-01-02,38.44532601,-122.76962730000001
170020153,2017-01-02,38.47835364,-122.6557178
170020154,2017-01-02,38.42585217,-122.7024686
170020155,2017-01-02,38.43205625,-122.7056172
170020156,2017-01-02,38.44274724,-122.72123329999998
170020157,2017-01-02,38.42473645,-122.7087034
170020158,2017-01-02,38.426033399999994,-122.75190220000002
170020159,2017-01-02,38.42860441,-122.7668037
170020160,2017-01-02,38.42751803,-122.7463989
170020161,2017-01-02,38.46421777,-122.72841559999999
170020162,2017-01-02,38.47201577,-122.73668159999998
170020163,2017-01-02,38.46912427,-122.7326346
170020164,2017-01-02,38.43525419,-122.6859145
170020165,2017-01-02,38.44036347,-122.70283090000001
170020166,2017-01-02,38.42505744,-122.7206649
170020167,2017-01-02,38.46311909,-122.7182737
170020168,2017-01-02,38.40561156,-122.71347479999999
170020170,2017-01-02,38.42030020000001,-122.71351090000002
170020171,2017-01-02,38.47913801,-122.6891551
170020172,2017-01-02,38.45803531,-122.6729237
170020173,2017-01-02,38.46121774,-122.71653300000001
170020174,2017-01-02,38.46726343,-122.6750106
170020175,2017-01-02,38.44023055,-122.7145525
170020176,2017-01-02,38.45909335,-122.71717520000001
170020177,2017-01-02,38.44036347,-122.70283090000001
170020178,2017-01-02,38.41728524,-122.6914179
170020179,2017-01-02,38.47739421,-122.6558195
170020180,2017-01-02,38.47649064,-122.6573244
170020181,2017-01-02,38.42585217,-122.7024686
170020182,2017-01-02,38.45861228,-122.7105803
170020183,2017-01-02,38.46077026,-122.6736368
170020184,2017-01-02,38.45457188,-122.70935619999999
170020185,2017-01-02,38.44531078,-122.71774199999999
170020186,2017-01-02,38.45880608,-122.717197
170020187,2017-01-02,38.4345071,-122.73996890000001
170020188,2017-01-02,38.45473349,-122.71569050000001
170020189,2017-01-02,38.44121202,-122.7123828
170020190,2017-01-02,38.42646079,-122.72853429999999
170020192,2017-01-02,38.42662926,-122.70681909999999
170020194,2017-01-02,38.462049,-122.7016673
170020195,2017-01-02,38.43965306,-122.70543
170020196,2017-01-02,38.45880608,-122.717197
170020197,2017-01-02,38.47006676,-122.74534550000001
170020198,2017-01-02,38.474115999999995,-122.76899499999999
170020199,2017-01-02,38.43657615,-122.72009369999999
170020200,2017-01-02,38.42528066,-122.76247179999999
170020202,2017-01-02,38.44187929,-122.6740577
170020203,2017-01-02,38.44654316,-122.6880353
170020204,2017-01-02,38.45473349,-122.71569050000001
170020205,2017-01-02,38.45045002,-122.75132109999998
170020207,2017-01-02,38.442763299999996,-122.7292925
170020209,2017-01-02,38.41151265,-122.713498
170020210,2017-01-02,38.47971079,-122.7352915
170020211,2017-01-02,38.42585217,-122.7024686
170020212,2017-01-02,38.45863202,-122.6693578
170020213,2017-01-02,38.44285521,-122.7017068
170020215,2017-01-02,38.44023055,-122.7145525
170020216,2017-01-02,38.46624747,-122.72841409999998
170020217,2017-01-02,38.42394960000001,-122.7174501
170020218,2017-01-02,38.47297747,-122.72614070000002
170020219,2017-01-02,38.43059702,-122.7253189
170020222,2017-01-02,38.47654028,-122.76919850000002
170020223,2017-01-02,38.45993819,-122.7267705
170020224,2017-01-02,38.44389838,-122.7178267
170020225,2017-01-02,38.47724753,-122.6714225
170020226,2017-01-02,38.40172352,-122.71088229999998
170020227,2017-01-02,38.44024639,-122.5825606
170020228,2017-01-02,38.4388948,-122.68720800000001
170020229,2017-01-02,38.45998549,-122.7302449
170020230,2017-01-02,38.4460229,-122.67933059999999
170020231,2017-01-02,38.47309907,-122.6875378
170020232,2017-01-02,38.44265053,-122.6945043
170020233,2017-01-02,38.439783899999995,-122.71132820000001
170020234,2017-01-02,38.43138573,-122.71340520000001
170020235,2017-01-02,38.42750512,-122.7286485
170020237,2017-01-02,38.43138573,-122.71340520000001
170020238,2017-01-02,38.46421777,-122.72841559999999
170020239,2017-01-02,38.40172352,-122.71088229999998
170020241,2017-01-02,38.43769345,-122.71779679999999
170020242,2017-01-02,38.45803531,-122.6729237
170020243,2017-01-02,38.44230838,-122.65829280000001
170020246,2017-01-02,38.46077026,-122.6736368
170020247,2017-01-02,38.46421777,-122.72841559999999
170020248,2017-01-02,38.43525419,-122.6859145
170030002,2017-01-03,38.45312095,-122.70817
170030003,2017-01-03,38.43024644,-122.7269034
170030004,2017-01-03,38.44533285,-122.7055186
170030006,2017-01-03,38.45088481,-122.7696476
170030007,2017-01-03,38.45812259,-122.7358441
170030008,2017-01-03,38.45319554,-122.7106846
170030010,2017-01-03,38.45319554,-122.7106846
170030011,2017-01-03,38.43059702,-122.7253189
170030012,2017-01-03,38.43438597,-122.72544979999999
170030013,2017-01-03,38.46903377,-122.65459380000001
170030015,2017-01-03,38.44036347,-122.70283090000001
170030016,2017-01-03,38.42426474,-122.7135061
170030018,2017-01-03,38.448475,-122.732201
170030019,2017-01-03,38.44379613,-122.706748
170030020,2017-01-03,38.41151265,-122.713498
170030021,2017-01-03,38.44273969,-122.71568059999998
170030023,2017-01-03,38.44114633,-122.71012549999999
170030024,2017-01-03,38.41151265,-122.713498
170030025,2017-01-03,38.41151265,-122.713498
170030026,2017-01-03,38.43587407,-122.74014809999998
170030027,2017-01-03,38.42894733,-122.73236999999999
170030029,2017-01-03,38.42975173,-122.71133049999999
170030030,2017-01-03,38.43799433,-122.70998449999999
170030033,2017-01-03,38.4299094,-122.7417259
170030034,2017-01-03,38.4515494,-122.7174904
170030036,2017-01-03,38.47971181,-122.73813090000002
170030037,2017-01-03,38.44036347,-122.70283090000001
170030038,2017-01-03,38.43971531,-122.71565840000001
170030040,2017-01-03,38.46714708,-122.75715859999998
170030041,2017-01-03,38.42984924,-122.74171740000001
170030042,2017-01-03,38.46714708,-122.75715859999998
170030043,2017-01-03,38.46714708,-122.75715859999998
170030044,2017-01-03,38.46490002,-122.7545084
170030046,2017-01-03,38.4267074,-122.7186929
170030047,2017-01-03,38.41565116,-122.75395970000001
170030048,2017-01-03,38.46278075,-122.74652730000001
170030050,2017-01-03,38.45907321,-122.74300819999999
170030051,2017-01-03,38.45057028,-122.6795332
170030052,2017-01-03,38.45585991,-122.75794760000001
170030053,2017-01-03,38.45057028,-122.6795332
170030057,2017-01-03,38.46917088,-122.6566187
170030058,2017-01-03,38.42077055,-122.71735149999999
170030059,2017-01-03,38.43382248,-122.71176990000001
170030060,2017-01-03,38.42685471,-122.7413163
170030061,2017-01-03,38.44377564,-122.6852112
170030062,2017-01-03,38.43083209,-122.5908862
170030063,2017-01-03,38.41429399,-122.71748640000001
170030064,2017-01-03,38.46426095,-122.66929579999999
170030065,2017-01-03,38.46230051,-122.66904170000001
170030066,2017-01-03,38.44458036,-122.7135676
170030068,2017-01-03,38.46230051,-122.66904170000001
