,city,Street,ZIP,LAT,LON
233725,SANTA ROSA,RAYCREST CT & ROCKY KNOLL WAY,95404.0,38.48238038,-122.6891582
233726,SANTA ROSA,DENNIS LN & ELWIN LN,95403.0,38.48275686,-122.755342
233727,SANTA ROSA,ORCHARD ST & SILVA AVE,95404.0,38.4586982,-122.7133148
233728,SANTA ROSA,STONEFIELD LN & THOMAS LAKE HARRIS DR,95403.0,38.48209519,-122.72108359999999
233729,SANTA ROSA,MCBRIDE LN & TERRY LN,95403.0,38.4642155,-122.7302291
233730,SANTA ROSA,BALDWIN WAY & KELSEY KNLS,95403.0,38.47631259,-122.7116519
233731,SANTA ROSA,BUTTE DR & SHASTA WAY,95403.0,38.47062052,-122.73658970000001
233732,SANTA ROSA,BRUSH CREEK LN & BRUSH CREEK RD,95404.0,38.459757700000004,-122.68327579999999
233733,SANTA ROSA,MEADOWRIDGE DR & MEADOWSTONE DR,95409.0,38.44953398,-122.6202453
233734,SANTA ROSA,LONG LEAF CT & TALL PINE CIR,95403.0,38.49151651,-122.7079545
233735,SANTA ROSA,HAHMAN DR & MONTGOMERY DR,95405.0,38.44701863,-122.6863759
233736,SANTA ROSA,MCBRIDE LN & STATE FARM DR,95403.0,38.46623454,-122.73023130000001
233737,SANTA ROSA,CREEKFIELD DR & IRONBARK DR,95403.0,38.45585991,-122.75794760000001
233738,SANTA ROSA,GOLDFIELD LN & PINERCREST DR & PIONEER WAY,95403.0,38.46954965,-122.7596794
233739,SANTA ROSA,ADOBE DR & SHADYOAK DR,95404.0,38.46065237,-122.6799074
233740,SANTA ROSA,GLENBROOK DR & STONY POINT RD,95401.0,38.437332299999994,-122.74285379999999
233741,SANTA ROSA,APPLE BLOSSOM CT & APPLE BLOSSOM WAY,95403.0,38.47242045,-122.7532159
233742,SANTA ROSA,BANYAN ST & PLANTAIN CT,95403.0,38.47384812,-122.7423256
233743,SANTA ROSA,JOSE RAMON AVE & JULIO LN,95401.0,38.43430417,-122.76437609999999
233744,SANTA ROSA,BICENTENNIAL WAY & SB BICENTENNIAL WY ONRAMP,95403.0,38.4706443,-122.72981340000001
233745,SANTA ROSA,KILARNEY CIR & THOMAS LAKE HARRIS DR,95403.0,38.49001546,-122.7228321
233746,SANTA ROSA,ALKIRST CT & ALTURIA HTS,95403.0,38.47592119,-122.7145203
233747,SANTA ROSA,RIVERA CT & RIVERA DR,95409.0,38.46778144,-122.67883570000001
233748,SANTA ROSA,CALICO LN & KAWANA SPRINGS RD,95407.0,38.41646151,-122.71112859999998
233749,SANTA ROSA,BUTTE DR & MODOC DR,95403.0,38.47062292,-122.73575770000001
233750,SANTA ROSA,BERTHA LN & MARTHA WAY,95405.0,38.43939795,-122.67729229999999
233751,SANTA ROSA,RANGE AVE & RUSSELL AVE,95403.0,38.46912427,-122.7326346
233752,SANTA ROSA,BAY VILLAGE AVE & BAY VILLAGE CIR & MARLOW RD,95403.0,38.46563068,-122.7512033
233753,SANTA ROSA,COLLEGE AVE & MENDOCINO AVE,95401.0,38.44564739,-122.7177125
233754,SANTA ROSA,HENDERSON CIR & LAKE PARK DR,95403.0,38.47358266,-122.71336229999999
233755,SANTA ROSA,SUGAR BOOTS PL & SUNLIT ANN DR,95403.0,38.47213793,-122.7580154
233756,SANTA ROSA,EDWARDS AVE & HERBERT ST,95401.0,38.45406102,-122.7340969
233757,SANTA ROSA,FRIDA ST & SAN MIGUEL RD,95403.0,38.47443223,-122.75508490000001
233758,SANTA ROSA,APPLE BLOSSOM CT & APPLE BLOSSOM WAY,95403.0,38.47242045,-122.7532159
233759,SANTA ROSA,HILLSIDE DR & ROLLING HILL DR,95404.0,38.46566454,-122.70250659999999
233760,SANTA ROSA,CROWN HILL DR & HANOVER PL,95404.0,38.48454435,-122.7035317
233761,SANTA ROSA,NYLA PL & SIKES CT,95401.0,38.448648,-122.75248219999999
233762,SANTA ROSA,ALKIRST CT & ALTURIA HTS,95403.0,38.47592119,-122.7145203
233763,SANTA ROSA,PETERSON LN & RED OAK DR,95403.0,38.468611700000004,-122.7627307
233764,SANTA ROSA,COFFEY LN & GUERNEVILLE RD & HERBERT LN,95403.0,38.45651115,-122.7362721
233765,SANTA ROSA,CHIANTI DR & RIESLING WAY,95403.0,38.45108534,-122.7550332
233766,SANTA ROSA,COMSTOCK MIDDLE SCHOOL & W STEELE LN,95403.0,38.45974195,-122.7464246
233767,SANTA ROSA,DAYBREAK CT & FOUNTAINGROVE PKWY,95404.0,38.47763712,-122.68948459999999
233768,SANTA ROSA,RANGE AVE & RUSSELL AVE,95403.0,38.46912427,-122.7326346
233769,SANTA ROSA,NIELSEN CT & NIELSEN RD,95404.0,38.46900449,-122.71018079999999
233770,SANTA ROSA,HENDERSON CIR & LAKE PARK DR,95403.0,38.47358266,-122.71336229999999
233771,SANTA ROSA,CROWN HILL DR & HANOVER PL,95404.0,38.48454435,-122.7035317
233772,SANTA ROSA,OAKMONT DR & WHITE OAK DR,95409.0,38.44098107,-122.6042202
233773,SANTA ROSA,JENNINGS AVE & NYLA PL,95401.0,38.44978962,-122.752269
233774,SANTA ROSA,APPLE CREEK LN & N DUTTON AVE,95401.0,38.43541921,-122.7277581
233775,SANTA ROSA,NORTHCOAST ST & TOLAR AVE,95403.0,38.4565141,-122.7411455
233776,SANTA ROSA,ASPEN MEADOWS CIR & MEADOWRIDGE DR,95409.0,38.4440092,-122.60896629999999
233777,SANTA ROSA,NORTHCOAST ST & TOLAR AVE,95403.0,38.4565141,-122.7411455
233778,SANTA ROSA,DORADO CT & PLATA CT,95403.0,38.45921619,-122.7373216
233779,SANTA ROSA,BAY VILLAGE AVE & BAY VILLAGE CIR & MARLOW RD,95403.0,38.46563068,-122.7512033
233780,SANTA ROSA,APOLLO WAY & MERCURY WAY,95407.0,38.42184823,-122.74937479999998
233781,SANTA ROSA,COFFEY LN & EMPIRE INDUSTRIAL CT,95403.0,38.47006676,-122.74534550000001
233782,SANTA ROSA,BANYAN PL & HOPPER AVE & SKYVIEW DR,95403.0,38.47971264,-122.74219690000001
233783,SANTA ROSA,BELHAVEN CIR & BELHAVEN PL,95409.0,38.43781984,-122.59401059999999
233784,SANTA ROSA,MISSION BLVD & RANDALL LN,95409.0,38.46148867,-122.67626429999999
233785,SANTA ROSA,MACINTOSH CIR & ORCHARD BLOSSOM DR,95403.0,38.46982946,-122.75092759999998
233786,SANTA ROSA,BROOKWOOD AVE & SONOMA AVE,95404.0,38.44036347,-122.70283090000001
233787,SANTA ROSA,BEECH AVE & DUPONT DR,95409.0,38.46952786,-122.65035590000001
233788,SANTA ROSA,IROQUOIS ST & SHAWNEE ST,95403.0,38.45907321,-122.74300819999999
233789,SANTA ROSA,HADLEY HILL DR & NEWBURY CT,95404.0,38.48044942,-122.6937101
233790,SANTA ROSA,LITTLE RIVER AVE & MARLOW RD,95401.0,38.44682997,-122.75129840000001
233791,SANTA ROSA,AIRWAY DR & PINER RD,95403.0,38.47200718,-122.7381105
233792,SANTA ROSA,CLEVELAND AVE & TERRY LN,95403.0,38.46421777,-122.72841559999999
233793,SANTA ROSA,CODDING DR & SONOMA AVE,95405.0,38.44242915,-122.69531620000001
233794,SANTA ROSA,EL ENCANTO WAY & RAINBOW CIR & RAINBOW DR,95409.0,38.46643745,-122.64932350000001
233795,SANTA ROSA,WALNUT CREEK CT & WALNUT CREEK DR & WALNUT GROVE ST,95403.0,38.47296012,-122.74718390000001
233796,SANTA ROSA,VALLEY LAKES DR & VALLEY LAKES PL & VALLEY OAKS DR,95409.0,38.43219611,-122.58600790000001
233797,SANTA ROSA,BOAS DR & TUNISIA AVE,95409.0,38.47153982,-122.6587392
233798,SANTA ROSA,HOPPER AVE & SB HOPPER AV OFFRAMP,95403.0,38.47971079,-122.7352915
233799,SANTA ROSA,DANCING PENNY WAY & SUGAR BOOTS PL,95403.0,38.4728033,-122.7581388
